Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A611279,KOTO,DOG,WHITE,CREAM,Male,2007-07-18,2018-07-18,INJURED  MODERATE,STRAY,FIELD,,2018-07-21,"10600 BLK ARTESIA BLVD, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,INJ SEVERE,33.8728798,-118.1085661,Alive on Intake,TRUE,0,"33.8728798, -118.1085661"
A669562,*VEGAS,CAT,BRN TABBY,,Female,2010-01-19,2022-01-19,ILL SEVERE,STRAY,FIELD,,2022-01-28,"10600 BLK OAK ST, LOS AL 90720",LOS ALAMITOS,EUTHANASIA,ILL SEVERE,33.808574,-118.0757121,Alive on Intake,TRUE,0,"33.808574, -118.0757121"
A661036,*THE RED BARON,CAT,ORG TABBY,,Male,2021-06-24,2021-07-31,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-08-05,"10600 BLK WALNUT ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,CATPAWS,33.8085501,-118.0744627,Alive on Intake,FALSE,1,"33.8085501, -118.0744627"
A588775,,CAT,WHITE,,Unknown,2015-04-18,2017-04-18,FERAL,STRAY,FIELD,,2017-04-21,"1061 HOFFMAN AVE, LONG BEACH, CA 90813",LONG BEACH,DIED,IN KENNEL,33.7800761,-118.1738644,Alive on Intake,TRUE,0,"33.7800761, -118.1738644"
A628978,,CAT,SEAL PT,,Male,2019-05-27,2019-06-27,NORMAL,STRAY,OTC,,2019-06-27,"10615 ROBERTA ST, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,UNDRAGE/WT,33.8797998,-118.1020948,Alive on Intake,TRUE,0,"33.8797998, -118.1020948"
A628977,,CAT,BLACK,WHITE,Male,2019-04-27,2019-06-27,NORMAL,STRAY,OTC,,2019-06-30,"10615 ROBERTA ST, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8797998,-118.1020948,Alive on Intake,FALSE,1,"33.8797998, -118.1020948"
A601788,SASSY,CAT,BLK TABBY,,Spayed,2003-01-05,2018-01-05,NORMAL,OWNER SURRENDER,OTC,POOR HELTH,2018-02-23,"10632 WALNUT ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,PFE/PAWSHP,33.8082886,-118.074203,Alive on Intake,FALSE,1,"33.8082886, -118.074203"
A591532,,CAT,CALICO,,Female,2017-05-08,2017-06-08,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-06-09,"10700 BLK ARTESIA BLVD, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,33.8729529,-118.1058921,Alive on Intake,FALSE,1,"33.8729529, -118.1058921"
A715292,*REGINA,DOG,BLACK,BROWN,Spayed,2023-02-20,2024-02-20,NORMAL,WELFARE SEIZED,POLICE,,2024-04-04,"10700 BLK CATALINA ST, LOS ALAMITOS",LOS ALAMITOS,ADOPTION,WEB,33.8062684,-118.0705681,Alive on Intake,FALSE,1,"33.8062684, -118.0705681"
A652873,*STACY,DOG,TAN,,Spayed,2007-01-03,2021-01-06,NORMAL,OWNER SURRENDER,OTC,MOVE,2021-01-12,"10700 BLK DROXFORD ST, CERRITOS, CA 90703",CERRITOS,RESCUE,LIVELOVE,33.8606361,-118.1083486,Alive on Intake,FALSE,1,"33.8606361, -118.1083486"
A658993,,OTHER,GRAY,,Unknown,2021-06-11,2021-06-17,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2021-06-17,"10700 BLK LA JARA ST, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,UNDRAGE/WT,33.86515010000001,-118.1076207,Alive on Intake,TRUE,0,"33.86515010000001, -118.1076207"
A633053,,CAT,WHITE,GRAY,Male,2019-08-27,2019-09-05,UNDER AGE/WEIGHT,STRAY,OTC,,2019-09-05,"10700 BLK LOS VAQUEROS CIR, LOS ALAMIOS, CA 90720",LOS ALAMITOS,RESCUE,LITTLEPAWS,33.80902,-118.0589645,Alive on Intake,FALSE,1,"33.80902, -118.0589645"
A633058,,CAT,BLACK,WHITE,Male,2019-08-27,2019-09-05,UNDER AGE/WEIGHT,STRAY,OTC,,2019-09-05,"10700 BLK LOS VAQUEROS CIR, LOS ALAMIOS, CA 90720",LOS ALAMITOS,RESCUE,LITTLELION,33.80902,-118.0589645,Alive on Intake,FALSE,1,"33.80902, -118.0589645"
A607700,*CHEF GUARNASCHELLI,CAT,BRN TABBY,WHITE,Spayed,2013-05-16,2018-05-16,FRACTIOUS,STRAY,TRAP,,2018-05-31,"10700 BLK REVA PL, CERRITOS, CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8673834,-118.1080783,Alive on Intake,FALSE,1,"33.8673834, -118.1080783"
A687467,*HARVEY,DOG,BLACK,WHITE,Neutered,2021-10-26,2022-10-26,NORMAL,STRAY,OTC,,2023-01-15,"10700 BLK REVA PL, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,33.8673834,-118.1080783,Alive on Intake,FALSE,1,"33.8673834, -118.1080783"
A680298,*THUMPER,CAT,GRAY,,Male,2022-05-19,2022-07-19,INJURED  MODERATE,STRAY,FIELD,,2022-08-10,"10700 BLK SOUTH ST, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,33.8583939,-118.1000236,Alive on Intake,FALSE,1,"33.8583939, -118.1000236"
A615771,,OTHER,GRAY,BLACK,Unknown,,2018-10-06,ILL SEVERE,WILDLIFE,FIELD,,2018-10-06,"10700 REVA PL, CERRITOS, CA 90703",CERRITOS,DIED,ENROUTE,33.8673834,-118.1080783,Alive on Intake,TRUE,0,"33.8673834, -118.1080783"
A611704,MIDNIGHT,CAT,BLACK,,Spayed,,2018-07-27,FRACTIOUS,STRAY,FIELD,,2018-08-10,"10700 SOUTH ST, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8583939,-118.1000236,Alive on Intake,FALSE,1,"33.8583939, -118.1000236"
A614422,,DOG,BROWN,TAN,Female,2018-07-30,2018-09-11,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-09-13,"10700 SOUTH ST, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8583939,-118.1000236,Alive on Intake,FALSE,1,"33.8583939, -118.1000236"
A623497,*MOONBEAM,CAT,BLACK,,Female,2018-09-20,2019-03-20,NORMAL,CONFISCATE,ABANDON,,2019-03-23,"10700 SOUTH ST, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8583939,-118.1000236,Alive on Intake,FALSE,1,"33.8583939, -118.1000236"
A666417,*MERIDA,CAT,ORG TABBY,,Spayed,2021-11-05,2021-11-08,UNDER AGE/WEIGHT,WELFARE SEIZED,CRUELTY,,2021-12-11,"10700 SOUTH ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,33.8583939,-118.1000236,Alive on Intake,FALSE,1,"33.8583939, -118.1000236"
A616133,BELLA,DOG,WHITE,BLACK,Spayed,2012-10-12,2018-10-11,NORMAL,STRAY,FIELD,,2018-10-14,"10700 SOUTH ST, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,MICROCHIP,33.8583939,-118.1000236,Alive on Intake,FALSE,1,"33.8583939, -118.1000236"
A689685,*ROHAN,CAT,BLACK,WHITE,Male,2022-10-15,2022-11-30,ILL MODERATETE,STRAY,FIELD,,2022-12-17,"10700 SOUTH ST, CERRITOS, CA 90703",CERRITOS,HOMEFIRST,,33.8583939,-118.1000236,Alive on Intake,FALSE,1,"33.8583939, -118.1000236"
A632236,PALINDROME,CAT,BRN TABBY,,Male,2019-08-17,2019-08-18,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-08-18,"10700 SOUTH ST, LONG BEACH, CA 90703",CERRITOS,TRANSFER,OTHER RESC,33.8583939,-118.1000236,Alive on Intake,FALSE,1,"33.8583939, -118.1000236"
A604940,DOZER,DOG,BLUE,WHITE,Neutered,2011-03-17,2018-03-17,NORMAL,STRAY,FIELD,,2018-03-17,"10700 WALNUT ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RETURN TO OWNER,WALKIN,33.8073396,-118.0742023,Alive on Intake,FALSE,1,"33.8073396, -118.0742023"
A707718,,CAT,BLACK,,Unknown,2023-08-27,2023-09-27,ILL SEVERE,STRAY,FIELD,,2023-09-30,10701 SOUTH ST,CERRITOS,EUTHANASIA,AT VET,33.858738,-118.107833,Alive on Intake,TRUE,0,"33.858738, -118.107833"
A584096,*CLAIRE,DOG,WHITE,,Female,2015-01-05,2017-01-04,NORMAL,STRAY,FIELD,,2017-01-19,"10701 SOUTH ST, CERRITOS, CA 90703",CERRITOS,RESCUE,WSTCSTANIM,33.858738,-118.107833,Alive on Intake,FALSE,1,"33.858738, -118.107833"
A609606,,CAT,BRN TABBY,,Unknown,,2018-06-13,ILL MODERATETE,STRAY,FIELD,,2018-06-13,"10701 SOUTH ST, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,UNDRAGE/WT,33.858738,-118.107833,Alive on Intake,TRUE,0,"33.858738, -118.107833"
A673809,*GISELA,CAT,ORANGE,WHITE,Female,2022-04-09,2022-04-30,UNDER AGE/WEIGHT,STRAY,FIELD,,2022-07-21,"10701 SOUTH ST, CERRITOS, CA 90703",CERRITOS,HOMEFIRST,,33.858738,-118.107833,Alive on Intake,FALSE,1,"33.858738, -118.107833"
A673858,*FARIBA,CAT,CALICO,,Spayed,2020-05-02,2022-05-02,NORMAL,STRAY,FIELD,,2022-06-25,"10701 SOUTH ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,33.858738,-118.107833,Alive on Intake,FALSE,1,"33.858738, -118.107833"
A717365,,WILD,BROWN,,Female,2024-02-06,2024-03-20,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2024-03-21,"10760 DROXFORD ST, CERRITOS, CA",CERRITOS,TRANSFER,OTHER WILD,33.8603037,-118.1063699,Alive on Intake,FALSE,1,"33.8603037, -118.1063699"
A613856,,CAT,WHITE,GRAY,Male,2018-05-30,2018-08-30,NORMAL,STRAY,OTC,,2018-09-02,"10764 ARABELLA PL, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8627419,-118.1059849,Alive on Intake,FALSE,1,"33.8627419, -118.1059849"
A702234,BELLA,DOG,WHITE,BROWN,Spayed,2011-07-03,2023-07-03,NORMAL,WELFARE SEIZED,POLICE,,2023-07-04,"107700 BLK PINE ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RETURN TO OWNER,FRE RID HM,33.7970827,-118.0698532,Alive on Intake,FALSE,1,"33.7970827, -118.0698532"
A708481,,BIRD,GRAY,BLACK,Unknown,2021-10-08,2023-10-08,INJURED  MODERATE,WILDLIFE,FIELD,,2023-10-08,10800 BLK BLOOMFEILD,LOS ALAMITOS,TRANSFER,,33.8045173,-118.0631821,Alive on Intake,FALSE,1,"33.8045173, -118.0631821"
A620737,MARSHA BRADY,CAT,GRAY TABBY,,Spayed,2018-01-23,2019-01-23,FRACTIOUS,STRAY,FIELD,,2019-01-30,"10800 BLK PETULA PL, CERRITOS, CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8809946,-118.1028822,Alive on Intake,FALSE,1,"33.8809946, -118.1028822"
A694189,*PEARL GREY,CAT,WHITE,BLACK,Spayed,2022-03-04,2023-03-04,NORMAL,STRAY,OTC,,2023-03-16,10800 BLK WALNUT ST LOS AL 90720,LOS ALAMITOS,TRANSFER,SPCALA,33.8057589,-118.0741581,Alive on Intake,FALSE,1,"33.8057589, -118.0741581"
A717165,,RABBIT,BROWN,,Unknown,2024-03-01,2024-03-16,UNDER AGE/WEIGHT,STRAY,OTC,,2024-03-17,"10800 BLOCK OAK ST, LOS ALAMITOS CA",LOS ALAMITOS,RESCUE,,33.8058328,-118.0755284,Alive on Intake,FALSE,1,"33.8058328, -118.0755284"
A717167,,RABBIT,BROWN,,Unknown,2024-03-01,2024-03-16,UNDER AGE/WEIGHT,STRAY,OTC,,2024-03-17,"10800 BLOCK OAK ST, LOS ALAMITOS CA",LOS ALAMITOS,RESCUE,,33.8058328,-118.0755284,Alive on Intake,FALSE,1,"33.8058328, -118.0755284"
A703231,,BIRD,BROWN,,Unknown,,2023-07-21,INJURED  MODERATE,WILDLIFE,FIELD,,2023-07-21,"10800 BLOOMFIELD ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,OTHER RESC,33.8045173,-118.0631821,Alive on Intake,FALSE,1,"33.8045173, -118.0631821"
A337530,CHRISSY,DOG,BLACK,,Spayed,2005-03-14,2019-07-03,NORMAL,OWNER SURRENDER,OTC,POOR HELTH,2019-07-25,"10806 ELENA ST, CERRITOS, CA 90703",CERRITOS,RESCUE,LIVELOVE,33.8823637,-118.1031008,Alive on Intake,FALSE,1,"33.8823637, -118.1031008"
A609897,MINI JACKSON,DOG,BLACK,TAN,Female,2017-06-19,2018-06-19,INJURED  MODERATE,OWNER SURRENDER,FIELD,,2018-06-20,"1085 ALAMITOS AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7804725,-118.1789018,Alive on Intake,TRUE,0,"33.7804725, -118.1789018"
A646849,BOOTS,CAT,GRAY TABBY,,Spayed,2020-03-09,2020-08-08,NORMAL,STRAY,OTC,,2020-08-20,"10900 BLK ALONDRA BLVD, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,33.8870852,-118.1016148,Alive on Intake,FALSE,1,"33.8870852, -118.1016148"
A646851,JR,CAT,GRAY TABBY,WHITE,Female,2020-03-09,2020-08-08,NORMAL,STRAY,OTC,,2020-08-12,"10900 BLK ALONDRA BLVD, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8870852,-118.1016148,Alive on Intake,FALSE,1,"33.8870852, -118.1016148"
A608863,,BIRD,WHITE,RED,Unknown,,2018-05-31,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2018-05-31,"10900 BLK BLOOMFIELD ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,,33.80350170000001,-118.0631921,Alive on Intake,FALSE,1,"33.80350170000001, -118.0631921"
A608843,ZOE,CAT,GRAY,,Spayed,2007-05-31,2018-05-31,NORMAL,OWNER SURRENDER,OTC,NO TIME,2018-06-06,"10900 BLK ELENA ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,SPCALA,33.8826041,-118.1022998,Alive on Intake,FALSE,1,"33.8826041, -118.1022998"
A585640,*SMALLS,DOG,WHITE,TAN,Male,2013-02-10,2017-02-10,ILL SEVERE,STRAY,FIELD,,2017-02-20,"10900 BLK ELENA ST, CERRITOS, CA 90703",CERRITOS,RESCUE,FIXLB,33.8826041,-118.1022998,Alive on Intake,FALSE,1,"33.8826041, -118.1022998"
A632993,,WILD,GRAY,,Male,,2019-09-04,ILL SEVERE,WILDLIFE,FIELD,,2019-09-04,"10900 BLK PORTAL DR, LOS ALAMITOS, CA 90720",LOS ALAMITOS,EUTHANASIA,INJ SEVERE,33.80328590000001,-118.0598753,Alive on Intake,TRUE,0,"33.80328590000001, -118.0598753"
A664761,,WILD,GRAY,WHITE,Unknown,,2021-10-02,INJURED  SEVERE,WILDLIFE,FIELD,,2021-10-02,"10900 BLK WALNUT ST, LOS ALAMITOS, CA 90702",LOS ALAMITOS,EUTHANASIA,INJ SEVERE,33.804259,-118.074197,Alive on Intake,TRUE,0,"33.804259, -118.074197"
A672392,,OTHER,GRAY,,Unknown,,2022-03-27,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2022-03-27,"10945 WALNUT ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,EUTHANASIA,UNDRAGE/WT,33.8037026,-118.0747738,Alive on Intake,TRUE,0,"33.8037026, -118.0747738"
A696427,*FALLON,DOG,BROWN,BLACK,Female,2022-07-23,2023-04-08,I/I REPORT,STRAY,OTC,,2023-07-29,10TH AND MARTIN LUTHER LB CA 90813,LONG BEACH,HOMEFIRST,,33.7844997,-118.1971031,Alive on Intake,FALSE,1,"33.7844997, -118.1971031"
A589423,,CAT,BLACK,,Male,2017-03-28,2017-04-28,ILL MODERATETE,STRAY,FIELD,,2017-04-29,"10TH ST / ALAMITOS AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL MODERA,33.7789677,-118.17907,Alive on Intake,TRUE,0,"33.7789677, -118.17907"
A625127,*MAGOO,DOG,WHITE,TAN,Male,2011-04-22,2019-04-22,ILL MILD,STRAY,FIELD,,2019-05-04,"10TH ST / ATLANTIC AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7789728,-118.1850377,Alive on Intake,FALSE,1,"33.7789728, -118.1850377"
A625899,TIGGER,CAT,ORANGE,,Neutered,2016-05-05,2019-05-05,NORMAL,STRAY,OTC,,2019-05-08,"10TH ST / DAISY AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7802992,-118.1993892,Alive on Intake,FALSE,1,"33.7802992, -118.1993892"
A541412,BEBE,DOG,SILVER,BLACK,Spayed,2005-02-01,2017-04-26,NORMAL,STRAY,FIELD,,2017-04-27,"10TH ST / GAVIOTA AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,TAG ID,33.7789752,-118.1709214,Alive on Intake,FALSE,1,"33.7789752, -118.1709214"
A598982,,CAT,SEAL PT,,Female,2017-09-19,2017-10-19,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-11-18,"10TH ST / HOFFMAN AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,33.7789674,-118.1736336,Alive on Intake,FALSE,1,"33.7789674, -118.1736336"
A598981,*CINNAMOM,CAT,BRN TABBY,,Spayed,2015-10-19,2017-10-19,NORMAL,STRAY,FIELD,,2017-12-28,"10TH ST / HOFFMAN AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.7789674,-118.1736336,Alive on Intake,FALSE,1,"33.7789674, -118.1736336"
A629122,*TINKY,CAT,BLACK,,Neutered,2019-04-29,2019-06-29,NORMAL,STRAY,OTC,,2020-01-09,"10TH ST / LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,33.7789716,-118.1863682,Alive on Intake,FALSE,1,"33.7789716, -118.1863682"
A629134,*CIRRUS,CAT,GRAY TABBY,,Male,2019-03-30,2019-06-29,NORMAL,STRAY,OTC,,2019-08-10,"10TH ST / LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,33.7789716,-118.1863682,Alive on Intake,FALSE,1,"33.7789716, -118.1863682"
A629128,,CAT,GRAY,,Female,2019-03-30,2019-06-29,NORMAL,STRAY,OTC,,2019-07-18,"10TH ST / LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7789716,-118.1863682,Alive on Intake,FALSE,1,"33.7789716, -118.1863682"
A508096,BLACKY,DOG,BLACK,,Spayed,2013-05-29,2017-08-23,NORMAL,CONFISCATE,BITE,,2017-09-02,"10TH ST / ROSE AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7789685,-118.1698221,Alive on Intake,FALSE,1,"33.7789685, -118.1698221"
A623957,BENNY,DOG,BROWN,WHITE,Male,2017-03-29,2019-03-29,NORMAL,STRAY,OTC,,2019-03-29,"10THST / WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WEB,33.7789751,-118.1720088,Alive on Intake,FALSE,1,"33.7789751, -118.1720088"
A588851,*SNOW,DOG,TAN,WHITE,Male,2009-04-20,2017-04-19,NORMAL,STRAY,OTC,,2017-04-30,"1100 BLK 71ST ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,OTHER RESC,33.8834191,-118.1791406,Alive on Intake,FALSE,1,"33.8834191, -118.1791406"
A634189,*SUGARPLUM FAIRY,CAT,BLACK,WHITE,Female,2019-07-26,2019-09-26,NORMAL,STRAY,OTC,,2019-11-19,"1100 BLK ARTESIA BLVD, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,33.8743797,-118.1791202,Alive on Intake,FALSE,1,"33.8743797, -118.1791202"
A672472,JOHNNY,CAT,BLACK,WHITE,Neutered,2021-09-30,2022-03-30,NORMAL,WELFARE SEIZED,HOSPITAL,,2022-04-13,"1100 BLK ATLANTIC AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.7812864,-118.1847412,Alive on Intake,FALSE,1,"33.7812864, -118.1847412"
A609703,,BIRD,GRAY,WHITE,Unknown,,2018-06-15,ILL SEVERE,WILDLIFE,FIELD,,2018-06-20,"1100 BLK ATLANTIC AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO WILD HABITAT,,33.7812864,-118.1847412,Alive on Intake,FALSE,1,"33.7812864, -118.1847412"
A695070,,WILD,GRAY,BLACK,Unknown,,2023-03-21,NORMAL,WILDLIFE,FIELD,,2023-03-21,1100 BLK CHERRY AVE,LONG BEACH,TRANSFER,OTHER RESC,33.7808458,-118.1675304,Alive on Intake,FALSE,1,"33.7808458, -118.1675304"
A589223,,WILD,GRAY,,Unknown,2017-02-26,2017-04-26,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-04-26,"1100 BLK CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,,33.7808458,-118.1675304,Alive on Intake,TRUE,0,"33.7808458, -118.1675304"
A589222,,WILD,GRAY,,Unknown,2017-02-26,2017-04-26,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-04-26,"1100 BLK CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,,33.7808458,-118.1675304,Alive on Intake,TRUE,0,"33.7808458, -118.1675304"
A614963,BELLA,DOG,GOLD,BLACK,Spayed,2018-01-15,2019-04-13,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2019-04-14,"1100 BLK CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7808458,-118.1675304,Alive on Intake,FALSE,1,"33.7808458, -118.1675304"
A703664,*MUGSY,DOG,TAN,BLACK,Neutered,2021-07-27,2023-07-27,NORMAL,STRAY,OTC,,2023-08-02,1100 BLK CHESTNUT AVE LONG BEACH CA 90813,LONG BEACH,ADOPTION,,33.780366,-118.1960828,Alive on Intake,FALSE,1,"33.780366, -118.1960828"
A670703,,WILD,GRAY,,Male,,2022-02-16,INJURED  SEVERE,WILDLIFE,FIELD,,2022-02-16,"1100 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,LBAH,33.780366,-118.1960828,Alive on Intake,FALSE,1,"33.780366, -118.1960828"
A586498,,CAT,BRN TABBY,,Male,2015-03-03,2017-03-03,ILL SEVERE,STRAY,FIELD,,2017-03-03,"1100 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,DIED,ENROUTE,33.780366,-118.1960828,Alive on Intake,TRUE,0,"33.780366, -118.1960828"
A603118,,WILD,PINK,BLACK,Unknown,,2018-01-27,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2018-01-27,"1100 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.780366,-118.1960828,Alive on Intake,TRUE,0,"33.780366, -118.1960828"
A603117,,WILD,PINK,BLACK,Unknown,,2018-01-27,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2018-01-27,"1100 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.780366,-118.1960828,Alive on Intake,TRUE,0,"33.780366, -118.1960828"
A603120,,WILD,PINK,BLACK,Unknown,,2018-01-27,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2018-01-27,"1100 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.780366,-118.1960828,Alive on Intake,TRUE,0,"33.780366, -118.1960828"
A681969,MIKU,CAT,WHITE,,Spayed,2022-02-13,2022-08-12,NORMAL,STRAY,FIELD,,2022-08-17,"1100 BLK DAISY AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.7801918,-118.1993847,Alive on Intake,FALSE,1,"33.7801918, -118.1993847"
A716747,*BASIL,DOG,BROWN,,Male,2019-03-09,2024-03-09,NORMAL,STRAY,OTC,,2024-03-14,1100 BLK DAWSON AVE LONG BEACH CA 90804,LONG BEACH,RESCUE,,33.7807783,-118.1654866,Alive on Intake,FALSE,1,"33.7807783, -118.1654866"
A647489,,CAT,BLACK,WHITE,Female,2020-07-27,2020-08-20,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-21,"1100 BLK DE FOREST AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,33.7799418,-118.2037409,Alive on Intake,FALSE,1,"33.7799418, -118.2037409"
A663106,SEPHORA OCEAN,DOG,BLACK,CREAM,Spayed,2020-05-30,2021-09-02,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2021-09-09,"1100 BLK E 15TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.7862397,-118.1790182,Alive on Intake,FALSE,1,"33.7862397, -118.1790182"
A595265,,CAT,CALICO,BRN TABBY,Female,2017-04-12,2017-08-12,NORMAL,STRAY,FIELD,,2017-08-30,"1100 BLK E 17TH ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7880474,-118.1785045,Alive on Intake,FALSE,1,"33.7880474, -118.1785045"
A702152,*SNICKERS,DOG,TAN,WHITE,Neutered,2017-07-01,2023-07-01,NORMAL,STRAY,OTC,,2023-08-02,"1100 BLK E 20TH ST, LONG BEACH CA, 90806",LONG BEACH,ADOPTION,,33.7934904,-118.1784107,Alive on Intake,FALSE,1,"33.7934904, -118.1784107"
A586286,,CAT,BLACK,WHITE,Female,2016-09-25,2017-02-24,INJURED  MODERATE,STRAY,FIELD,,2017-03-02,"1100 BLK E 20TH ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7934904,-118.1784107,Alive on Intake,FALSE,1,"33.7934904, -118.1784107"
A624242,,CAT,BLACK,,Unknown,2015-04-04,2019-04-04,ILL SEVERE,STRAY,FIELD,,2019-04-04,"1100 BLK E 32ND ST, SIGNAL HILL, CA 90755",SIGNAL HILL,EUTHANASIA,INJ SEVERE,33.815039,-118.178429,Alive on Intake,TRUE,0,"33.815039, -118.178429"
A681664,,BIRD,GRAY,,Unknown,,2022-08-07,NORMAL,STRAY,OTC,,2022-08-07,"1100 BLK E 4TH ST, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7715811,-118.1777235,Alive on Intake,FALSE,1,"33.7715811, -118.1777235"
A703495,LUNA,CAT,TORTIE,,Spayed,2018-07-25,2023-07-25,INJURED  SEVERE,OWNER SURRENDER,FIELD,,2023-09-21,"1100 BLK E 5TH ST, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,MICROCHIP,33.7729905,-118.1779927,Alive on Intake,FALSE,1,"33.7729905, -118.1779927"
A676115,,BIRD,GRAY,WHITE,Unknown,2021-05-29,2022-05-29,INJURED  MILD,WILDLIFE,FIELD,,2022-05-30,"1100 BLK E 64TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,,33.8709663,-118.1791906,Alive on Intake,FALSE,1,"33.8709663, -118.1791906"
